index	score	claim_name	ncbi_gene_id
97	0.003569900360391789	CYP1A2	1544
85	0.0035669502399443853	CYP3A4	1576
0	0.0032404267523344745	CYP2D6	1565
31	0.002707723674445845	DRD2	1813
47	0.0025666435999706326	CYP2C9	1559
366	0.0024826833330410503	AMD1	262
1333	0.0024826833330410503	ABCD1	215
1299	0.0024826833330410503	SERPINA3	12
463	0.0024826833330410503	HTR2C	3358
518	0.002369357038040222	HTR2A	3356
169	0.0021443166966354267	A1BG	1
127	0.0020818874833951092	NATP	11
189	0.0020565586296358443	CYP2C19	1557
393	0.0019726461281913514	MTHFR	4524
665	0.0018089001806772087	HTR7	3363
1028	0.0018089001806772087	DRD4	1815
820	0.00179797767381478	CYP1A1	1543
2973	0.0017435208469894856	EPM2A	7957
934	0.0016923075389655535	SH2B1	25970
935	0.0016923075389655535	RABEP1	9135
427	0.0016342317263006376	A2M	2
296	0.0016342317263006376	A2MP1	3
3	0.0015374513334466505	RGS4	5999
528	0.001448222876675366	ALDH1A1	216
706	0.001448222876675366	ABCG2	9429
253	0.0013737531514175976	DRD3	1814
949	0.0013539021786401616	UGT1A1	54658
991	0.001310083881082238	HLA-C	3107
132	0.0012988152103424195	HTR1A	3350
1027	0.0012988152103424195	MC4R	4160
168	0.0012988152103424195	HRH1	3269
462	0.0012676115143978926	NAT2	10
2068	0.0012381161888205502	NTS	4922
368	0.001236385997102103	DRD1	1812
927	0.0012334358766546971	SLC1A1	6505
2618	0.0012334358766546971	MIR1264	100302251
2538	0.0012334358766546971	MIR1912	100302144
4260	0.0011990846970410267	EIF2AK4	440275
221	0.001197997643176452	BDNF	627
536	0.001196856348575382	SCN5A	6331
61	0.001171969227246639	LEP	3952
605	0.001171969227246639	GRIN2B	2904
1016	0.0011525864702866125	UGT1A5	54579
944	0.0011525864702866125	UGT1A3	54659
1664	0.001131850681602541	PRKAA2	5563
336	0.001112806360717148	AOC1	26
1334	0.001112806360717148	ALDH3A1	218
282	0.001112806360717148	ALDH2	217
371	0.001112806360717148	ALCAM	214
476	0.0010184856626819438	UGT1A4	54657
742	0.001016025967863161	THPO	7066
364	0.001016025967863161	TP53	7157
293	0.0010130758474157552	ABL1	25
1686	0.0010130758474157552	CYP2E1	1571
619	0.0009718160071705867	SCN4A	6329
620	0.0009718160071705867	SCN8A	6334
479	0.0009718160071705867	SCN1A	6323
621	0.0009718160071705867	SCN3A	6328
1728	0.0009718160071705867	HLA-DQB1	3119
494	0.0009718160071705867	SCN2A	6326
349	0.0009718160071705867	SCN7A	6332
20	0.0009718160071705867	SCN10A	6336
1484	0.0009718160071705867	HLA-DRB1	3123
399	0.0009718160071705867	SCN11A	11280
436	0.0009718160071705867	SCN9A	6335
275	0.000941088026787983	CBX1	10951
338	0.0009381379063405774	ABCA4	24
1551	0.0009381379063405774	NFIB	4781
402	0.0009381379063405774	ABCB7	22
824	0.0009381379063405774	CYP3A43	64816
1304	0.0009381379063405774	ABCF1	23
1581	0.0009381379063405774	FASN	2194
929	0.0009334318666363807	HLA-B	3106
817	0.0009334318666363807	PRL	5617
1000	0.0009187551493805507	UGT1A9	54600
990	0.0009187551493805507	UGT1A7	54577
907	0.0009187551493805507	UGT1A10	54575
969	0.0009187551493805507	UGT1A8	54576
989	0.0009187551493805507	UGT1A6	54578
869	0.0009140491096763543	POU5F1	5460
425	0.0009140491096763543	CYCSP5	360158
2525	0.0009140491096763543	PSORS1C3	100130889
225	0.0009114906523635991	IDH1	3417
508	0.0009114906523635991	NR1I2	8856
359	0.0009026996728623324	ABCB1	5243
1694	0.0009026996728623324	HSPA4	3308
162	0.0008990806870227103	AR	367
1779	0.0008980193606964789	HTR3A	3359
2914	0.0008980193606964789	TBC1D1	23216
1769	0.0008980193606964789	UGT2B10	7365
1110	0.0008980193606964789	GCG	2641
122	0.0008980193606964789	CHRM1	1128
2811	0.0008980193606964789	PRKAB2	5565
570	0.0008980193606964789	FAAH	2166
1068	0.0008980193606964789	CCKBR	887
74	0.0008980193606964789	GLP1R	2740
100	0.0008636681810828087	ADRA1A	148
147	0.0008636681810828087	HTR1D	3352
134	0.00084135751348659	KCNH2	3757
190	0.0008337013533349876	TNF	7124
376	0.0008324644851382815	GABRA6	2559
345	0.0008324644851382815	TSPO	706
258	0.0008324644851382815	GABRQ	55879
137	0.0008324644851382815	GABRR2	2570
66	0.0008324644851382815	GABRP	2568
