index	score	claim_name	ncbi_gene_id
31	0.026504066536095192	DRD2	1813
463	0.01077089549024402	HTR2C	3358
518	0.007429570472444434	HTR2A	3356
169	0.006666762821753573	A1BG	1
368	0.0049566479146490785	DRD1	1812
253	0.004405501465976912	DRD3	1814
1333	0.004259003651731322	ABCD1	215
0	0.0038228869029157094	CYP2D6	1565
296	0.003767355966674924	A2MP1	3
366	0.0035843876148355493	AMD1	262
127	0.003329531670882772	NATP	11
427	0.003297508143244672	A2M	2
1028	0.0031980208120052788	DRD4	1815
1299	0.00317884038744026	SERPINA3	12
528	0.0031705118028887746	ALDH1A1	216
132	0.00266115667819628	HTR1A	3350
97	0.002457064810237948	CYP1A2	1544
17	0.002342469967687299	EHMT2	10919
85	0.002070117917107095	CYP3A4	1576
168	0.0017627891910944329	HRH1	3269
134	0.0016451307388570394	KCNH2	3757
100	0.0016062187192140546	ADRA1A	148
282	0.0014464269811374805	ALDH2	217
189	0.0013493047012739098	CYP2C19	1557
420	0.0012996270031998772	DPP6	1804
1369	0.0012941922581489356	DPT	1805
1340	0.00126797097941473	DPYSL2	1808
665	0.0012507694501896172	HTR7	3363
47	0.001222445232692308	CYP2C9	1559
162	0.0010917175409778062	AR	367
180	0.0010624198692560027	SLC6A4	6532
6	0.001002581517572346	KDR	3791
225	0.0010010603413971187	IDH1	3417
201	0.0009973319669742695	YES1	7525
122	0.0009654868002478301	CHRM1	1128
125	0.0009521351285302976	HTR2B	3357
96	0.0009518357335169676	ATXN2	6311
462	0.0009516969488489492	NAT2	10
158	0.0009491190429421313	ADRA1B	147
1071	0.0009314794699660769	HTR1B	3351
359	0.0009313543043163306	ABCB1	5243
1082	0.0008873618356063662	DRD5	1816
587	0.0008843279900720393	HTR4	3360
371	0.0008711311014866431	ALCAM	214
315	0.0008523354617602898	SLC6A2	6530
293	0.0008463726818188747	ABL1	25
98	0.0008176637533965699	ADRA1D	146
438	0.0007987876225812875	COMT	1312
1426	0.0007930120453932486	CD9	928
277	0.0007766127299399298	GMNN	51053
260	0.000771616429357216	SLC29A1	2030
402	0.0007553535562989434	ABCB7	22
336	0.0007509600429697537	AOC1	26
1779	0.0007505335366953437	HTR3A	3359
1334	0.0007466376403729683	ALDH3A1	218
113	0.0007417464912515876	ABL2	27
221	0.0007381072602150741	BDNF	627
364	0.0007374131075608265	TP53	7157
147	0.0007315988194841379	HTR1D	3352
2464	0.0007228184596376853	NAT1	9
235	0.0007200932332210815	FLT4	2324
121	0.0007169598284412889	ADRA2A	150
275	0.0007140202698997541	CBX1	10951
1326	0.0007105060821504314	EIF4A1	1973
2448	0.0007105060821504314	CTSO	1519
2783	0.0007105060821504314	EIF5AP3	1987
801	0.0007058197824659308	FLT1	2321
255	0.0006961269535341992	DPYS	1807
2554	0.0006868468938202117	AMD1P2	263
327	0.0006642801517162093	OPRM1	4988
1256	0.0006504273155492128	HRH3	11255
504	0.0006405080946959553	MPHOSPH8	54737
338	0.0006381185115047099	ABCA4	24
182	0.0006342973691487152	CHRM4	1132
184	0.000631506122370377	NFE2L2	4780
52	0.0006203067843210926	KDM4A	9682
3	0.0006055498018879737	RGS4	5999
15	0.0006015841720654343	BAZ2B	29994
301	0.0006009469851119424	CHRM2	1129
2462	0.0005984507866213335	AMELX	265
67	0.0005984303791043534	CD8B	926
200	0.000594981537607154	HSD17B10	3028
742	0.0005920653157221678	THPO	7066
1024	0.0005853518762194926	DPP4	1803
657	0.0005817425997024473	HTR6	3362
387	0.0005736502626551141	EEF1G	1937
607	0.0005709020365961949	ADRA2C	152
571	0.0005585494243695627	CHRM3	1131
303	0.0005561348248444354	DPYD	1806
274	0.0005543131310436868	CHRM5	1133
412	0.000552561488135637	AXL	558
1307	0.0005343490554650778	ABO	28
323	0.0005250583442103755	FGFR2	2263
246	0.0005220281976674537	DXO	1797
2167	0.0005193942616064822	DBH	1621
