ncbi_gene_id	score	claim_name
1565	0.005166256834318784	CYP2D6
1544	0.0038417697052204173	CYP1A2
1813	0.0033097913158931657	DRD2
1576	0.0032873030571682928	CYP3A4
3356	0.003076646790970959	HTR2A
1814	0.0030340942677306803	DRD3
12	0.0029076480367393443	SERPINA3
3358	0.0029076480367393434	HTR2C
3363	0.002717313771173213	HTR7
1559	0.00270377159752233	CYP2C9
1	0.0026231233195929933	A1BG
11	0.002548386745731697	NATP
3350	0.0024504121825944685	HTR1A
262	0.0023850585059319762	AMD1
627	0.002300417178235686	BDNF
1812	0.0022460773490007822	DRD1
6532	0.0020504107893006248	SLC6A4
148	0.002014129183859456	ADRA1A
1557	0.0019755041984231185	CYP2C19
215	0.001932716827356462	ABCD1
1815	0.0019181340411158871	DRD4
3269	0.0018934346247805765	HRH1
928	0.0018641252799939017	CD9
5999	0.0018492003162888199	RGS4
6530	0.0017701438620281351	SLC6A2
5243	0.0017216897984753989	ABCB1
7157	0.0016077457754498116	TP53
926	0.0015048639889862553	CD8B
2900	0.0015048639889862553	GRIK4
4524	0.0014103919752077314	MTHFR
6531	0.001402105793578615	SLC6A3
8856	0.001398259153409674	NR1I2
214	0.0013117903008039392	ALCAM
218	0.0013117903008039392	ALDH3A1
2568	0.0012976379509244446	GABRP
2559	0.0012976379509244446	GABRA6
55879	0.0012976379509244446	GABRQ
7957	0.0012889308192024658	EPM2A
2	0.0012365847763769241	A2M
3	0.0012365847763769241	A2MP1
152	0.0012025262142762968	ADRA2C
6311	0.0011961384416166235	ATXN2
10951	0.0011847076841171016	CBX1
1543	0.0011811843890442825	CYP1A1
7066	0.0011803664773683098	THPO
3417	0.00116161619984369	IDH1
25970	0.0011442797177934599	SH2B1
9135	0.0011442797177934599	RABEP1
3757	0.0010868405045143508	KCNH2
4160	0.0010541850287071855	MC4R
216	0.0010418483698981648	ALDH1A1
9429	0.0010418483698981648	ABCG2
1128	0.0010115838029655622	CHRM1
10919	0.000979177330705908	EHMT2
150	0.000971634368240941	ADRA2A
440275	0.0009563178491044344	EIF2AK4
3362	0.000937246341234417	HTR6
22	0.0009219387208369887	ABCB7
10369	0.0009127955172727256	CACNG2
1312	0.000906024937473024	COMT
5893	0.0009044407568446119	RAD52
54737	0.0009044407568446119	MPHOSPH8
4922	0.0008984448487376172	NTS
2892	0.0008965062389482201	GRIA3
54658	0.0008857458978543706	UGT1A1
6505	0.0008773234853692778	SLC1A1
100302144	0.0008773234853692778	MIR1912
100302251	0.0008773234853692777	MIR1264
217	0.000859448622228426	ALDH2
26	0.000859448622228426	AOC1
3107	0.0008572466271294634	HLA-C
146	0.0008565589932642455	ADRA1D
10	0.0008489730003714628	NAT2
153	0.0008434957173964183	ADRB1
5563	0.0008250165640117795	PRKAA2
54541	0.0007759321111607836	DDIT4
207	0.0007759321111607836	AKT1
2898	0.0007759321111607836	GRIK2
2052	0.0007759321111607836	EPHX1
1394	0.0007759321111607836	CRHR1
23284	0.0007759321111607836	ADGRL3
1066	0.0007759321111607836	CES1
57521	0.0007759321111607836	RPTOR
4741	0.0007759321111607836	NEFM
89848	0.0007759321111607836	FCHSD1
3352	0.0007739181014346956	HTR1D
1571	0.0007615814426256753	CYP2E1
25	0.0007615814426256753	ABL1
3952	0.0007603338623772172	LEP
2904	0.0007603338623772172	GRIN2B
6331	0.0007575183570194393	SCN5A
54659	0.0007355717968941211	UGT1A3
54579	0.0007355717968941211	UGT1A5
1129	0.0007313168756930727	CHRM2
3308	0.0007160451010678781	HSPA4
84062	0.0007131211614371177	DTNBP1
2784	0.0007063544951990611	GNB3
54657	0.0007033461501846316	UGT1A4
367	0.0007006037294931589	AR
2641	0.000694923737699539	GCG
887	0.000694923737699539	CCKBR
3359	0.000694923737699539	HTR3A
2166	0.000694923737699539	FAAH
23216	0.000694923737699539	TBC1D1
2740	0.000694923737699539	GLP1R
7365	0.000694923737699539	UGT2B10
5565	0.000694923737699539	PRKAB2
56853	0.0006901638919301161	CELF4
375298	0.0006901638919301161	CERKL
1270	0.0006901638919301161	CNTF
80224	0.0006901638919301161	NUBPL
386607	0.0006901638919301161	ZFP91-CNTF
10718	0.0006901638919301161	NRG3
147	0.000679936683468929	ADRA1B
151	0.000679936683468929	ADRA2B
154	0.0006666341740585106	ADRB2
1555	0.0006580025037515358	CYP2B6
3105	0.0006580025037515358	HLA-A
24	0.0006302410360649768	ABCA4
23	0.0006302410360649768	ABCF1
4781	0.0006302410360649768	NFIB
64816	0.0006302410360649768	CYP3A43
2194	0.0006302410360649768	FASN
3106	0.0006216093657580023	HLA-B
5617	0.0006216093657580023	PRL
6328	0.0006206549509074973	SCN3A
3123	0.0006206549509074973	HLA-DRB1
6334	0.0006206549509074973	SCN8A
11280	0.0006206549509074973	SCN11A
6326	0.0006206549509074973	SCN2A
6323	0.0006206549509074973	SCN1A
6336	0.0006206549509074973	SCN10A
6335	0.0006206549509074973	SCN9A
6329	0.0006206549509074973	SCN4A
6332	0.0006206549509074973	SCN7A
3119	0.0006206549509074973	HLA-DQB1
29994	0.0006199160396982617	BAZ2B
5467	0.0006199160396982617	PPARD
1573	0.0006199160396982617	CYP2J2
387129	0.0006199160396982617	NPSR1
9682	0.0006199160396982617	KDM4A
54578	0.0006054789705818807	UGT1A6
54600	0.0006054789705818807	UGT1A9
54576	0.0006054789705818807	UGT1A8
54575	0.0006054789705818807	UGT1A10
54577	0.0006054789705818807	UGT1A7
5460	0.0005968473002749059	POU5F1
360158	0.0005968473002749059	CYCSP5
100130889	0.0005968473002749059	PSORS1C3
4915	0.00058470469450718	NTRK2
2289	0.00058470469450718	FKBP5
885	0.0005791816949559361	CCK
490	0.0005791816949559361	ATP2B1
27	0.0005791816949559361	ABL2
2562	0.0005687060730989727	GABRB3
2566	0.0005687060730989727	GABRG2
2560	0.0005687060730989727	GABRB1
405	0.0005687060730989727	ARNT
2554	0.0005687060730989727	GABRA1
706	0.0005687060730989727	TSPO
406	0.0005687060730989727	BMAL1
2569	0.0005687060730989727	GABRR1
2557	0.0005687060730989727	GABRA4
2565	0.0005687060730989727	GABRG1
2567	0.0005687060730989727	GABRG3
2561	0.0005687060730989727	GABRB2
200959	0.0005687060730989727	GABRR3
2556	0.0005687060730989727	GABRA3
2564	0.0005687060730989727	GABRE
2555	0.0005687060730989727	GABRA2
2570	0.0005687060730989727	GABRR2
2558	0.0005687060730989727	GABRA5
2563	0.0005687060730989727	GABRD
3351	0.0005515202165389912	HTR1B
26298	0.0005268356521303946	EHF
