ncbi_gene_id	score	claim_name
1544	0.003569900360391789	CYP1A2
1576	0.0035669502399443853	CYP3A4
1565	0.0032404267523344745	CYP2D6
1813	0.002707723674445845	DRD2
1559	0.0025666435999706326	CYP2C9
262	0.0024826833330410503	AMD1
215	0.0024826833330410503	ABCD1
12	0.0024826833330410503	SERPINA3
3358	0.0024826833330410503	HTR2C
3356	0.002369357038040222	HTR2A
1	0.0021443166966354267	A1BG
11	0.0020818874833951092	NATP
1557	0.0020565586296358443	CYP2C19
4524	0.0019726461281913514	MTHFR
3363	0.0018089001806772087	HTR7
1815	0.0018089001806772087	DRD4
1543	0.00179797767381478	CYP1A1
7957	0.0017435208469894856	EPM2A
25970	0.0016923075389655535	SH2B1
9135	0.0016923075389655535	RABEP1
2	0.0016342317263006376	A2M
3	0.0016342317263006376	A2MP1
5999	0.0015374513334466505	RGS4
216	0.001448222876675366	ALDH1A1
9429	0.001448222876675366	ABCG2
1814	0.0013737531514175976	DRD3
54658	0.0013539021786401616	UGT1A1
3107	0.001310083881082238	HLA-C
3350	0.0012988152103424195	HTR1A
4160	0.0012988152103424195	MC4R
3269	0.0012988152103424195	HRH1
10	0.0012676115143978926	NAT2
4922	0.0012381161888205502	NTS
1812	0.001236385997102103	DRD1
6505	0.0012334358766546971	SLC1A1
100302251	0.0012334358766546971	MIR1264
100302144	0.0012334358766546971	MIR1912
440275	0.0011990846970410267	EIF2AK4
627	0.001197997643176452	BDNF
6331	0.001196856348575382	SCN5A
3952	0.001171969227246639	LEP
2904	0.001171969227246639	GRIN2B
54579	0.0011525864702866125	UGT1A5
54659	0.0011525864702866125	UGT1A3
5563	0.001131850681602541	PRKAA2
26	0.001112806360717148	AOC1
218	0.001112806360717148	ALDH3A1
217	0.001112806360717148	ALDH2
214	0.001112806360717148	ALCAM
54657	0.0010184856626819438	UGT1A4
7066	0.001016025967863161	THPO
7157	0.001016025967863161	TP53
25	0.0010130758474157552	ABL1
1571	0.0010130758474157552	CYP2E1
6329	0.0009718160071705867	SCN4A
6334	0.0009718160071705867	SCN8A
6323	0.0009718160071705867	SCN1A
6328	0.0009718160071705867	SCN3A
3119	0.0009718160071705867	HLA-DQB1
6326	0.0009718160071705867	SCN2A
6332	0.0009718160071705867	SCN7A
6336	0.0009718160071705867	SCN10A
3123	0.0009718160071705867	HLA-DRB1
